"year","month","day","start","end","length","city"
2016,2,"1","8:02 ↑ (114°)","17:49 ↑ (246°)","9:47:46","alushta"
2016,2,"2","8:01 ↑ (113°)","17:51 ↑ (247°)","9:50:19","alushta"
2016,2,"3","7:59 ↑ (113°)","17:52 ↑ (247°)","9:52:54","alushta"
2016,2,"4","7:58 ↑ (112°)","17:54 ↑ (248°)","9:55:31","alushta"
2016,2,"5","7:57 ↑ (112°)","17:55 ↑ (248°)","9:58:09","alushta"
2016,2,"6","7:56 ↑ (112°)","17:57 ↑ (249°)","10:00:50","alushta"
2016,2,"7","7:54 ↑ (111°)","17:58 ↑ (249°)","10:03:32","alushta"
2016,2,"8","7:53 ↑ (111°)","17:59 ↑ (249°)","10:06:15","alushta"
2016,2,"9","7:52 ↑ (110°)","18:01 ↑ (250°)","10:09:00","alushta"
2016,2,"10","7:50 ↑ (110°)","18:02 ↑ (250°)","10:11:48","alushta"
2016,2,"11","7:49 ↑ (109°)","18:04 ↑ (251°)","10:14:35","alushta"
2016,2,"12","7:48 ↑ (109°)","18:05 ↑ (251°)","10:17:24","alushta"
2016,2,"13","7:46 ↑ (108°)","18:06 ↑ (252°)","10:20:14","alushta"
2016,2,"14","7:45 ↑ (108°)","18:08 ↑ (252°)","10:23:06","alushta"
2016,2,"15","7:43 ↑ (107°)","18:09 ↑ (253°)","10:25:59","alushta"
2016,2,"16","7:42 ↑ (107°)","18:11 ↑ (253°)","10:28:52","alushta"
2016,2,"17","7:40 ↑ (106°)","18:12 ↑ (254°)","10:31:47","alushta"
2016,2,"18","7:39 ↑ (106°)","18:14 ↑ (254°)","10:34:43","alushta"
2016,2,"19","7:37 ↑ (105°)","18:15 ↑ (255°)","10:37:40","alushta"
2016,2,"20","7:36 ↑ (105°)","18:16 ↑ (255°)","10:40:37","alushta"
2016,2,"21","7:34 ↑ (104°)","18:18 ↑ (256°)","10:43:36","alushta"
2016,2,"22","7:32 ↑ (104°)","18:19 ↑ (256°)","10:46:35","alushta"
2016,2,"23","7:31 ↑ (103°)","18:20 ↑ (257°)","10:49:35","alushta"
2016,2,"24","7:29 ↑ (103°)","18:22 ↑ (257°)","10:52:35","alushta"
2016,2,"25","7:28 ↑ (102°)","18:23 ↑ (258°)","10:55:36","alushta"
2016,2,"26","7:26 ↑ (102°)","18:24 ↑ (258°)","10:58:38","alushta"
2016,2,"27","7:24 ↑ (101°)","18:26 ↑ (259°)","11:01:41","alushta"
2016,2,"28","7:22 ↑ (101°)","18:27 ↑ (260°)","11:04:43","alushta"
2016,2,"29","7:21 ↑ (100°)","18:29 ↑ (260°)","11:07:46","alushta"
2016,3,"1","7:19 ↑ (100°)","18:30 ↑ (261°)","11:10:51","alushta"
2016,3,"2","7:17 ↑ (99°)","18:31 ↑ (261°)","11:13:55","alushta"
2016,3,"3","7:16 ↑ (99°)","18:33 ↑ (262°)","11:17:00","alushta"
2016,3,"4","7:14 ↑ (98°)","18:34 ↑ (262°)","11:20:04","alushta"
2016,3,"5","7:12 ↑ (97°)","18:35 ↑ (263°)","11:23:10","alushta"
2016,3,"6","7:10 ↑ (97°)","18:37 ↑ (263°)","11:26:16","alushta"
2016,3,"7","7:08 ↑ (96°)","18:38 ↑ (264°)","11:29:22","alushta"
2016,3,"8","7:07 ↑ (96°)","18:39 ↑ (264°)","11:32:28","alushta"
2016,3,"9","7:05 ↑ (95°)","18:40 ↑ (265°)","11:35:35","alushta"
2016,3,"10","7:03 ↑ (95°)","18:42 ↑ (266°)","11:38:41","alushta"
2016,3,"11","7:01 ↑ (94°)","18:43 ↑ (266°)","11:41:48","alushta"
2016,3,"12","6:59 ↑ (94°)","18:44 ↑ (267°)","11:44:56","alushta"
2016,3,"13","6:58 ↑ (93°)","18:46 ↑ (267°)","11:48:02","alushta"
2016,3,"14","6:56 ↑ (93°)","18:47 ↑ (268°)","11:51:09","alushta"
2016,3,"15","6:54 ↑ (92°)","18:48 ↑ (268°)","11:54:17","alushta"
2016,3,"16","6:52 ↑ (91°)","18:49 ↑ (269°)","11:57:24","alushta"
2016,3,"17","6:50 ↑ (91°)","18:51 ↑ (269°)","12:00:31","alushta"
2016,3,"18","6:48 ↑ (90°)","18:52 ↑ (270°)","12:03:39","alushta"
2016,3,"19","6:47 ↑ (90°)","18:53 ↑ (271°)","12:06:47","alushta"
2016,3,"20","6:45 ↑ (89°)","18:55 ↑ (271°)","12:09:54","alushta"
2016,3,"21","6:43 ↑ (89°)","18:56 ↑ (272°)","12:13:01","alushta"
2016,3,"22","6:41 ↑ (88°)","18:57 ↑ (272°)","12:16:08","alushta"
2016,3,"23","6:39 ↑ (88°)","18:58 ↑ (273°)","12:19:15","alushta"
2016,3,"24","6:37 ↑ (87°)","19:00 ↑ (273°)","12:22:22","alushta"
2016,3,"25","6:35 ↑ (86°)","19:01 ↑ (274°)","12:25:30","alushta"
2016,3,"26","6:34 ↑ (86°)","19:02 ↑ (274°)","12:28:36","alushta"
2016,3,"27","6:32 ↑ (85°)","19:03 ↑ (275°)","12:31:42","alushta"
2016,3,"28","6:30 ↑ (85°)","19:05 ↑ (276°)","12:34:49","alushta"
2016,3,"29","6:28 ↑ (84°)","19:06 ↑ (276°)","12:37:55","alushta"
2016,3,"30","6:26 ↑ (84°)","19:07 ↑ (277°)","12:41:01","alushta"
2016,3,"31","6:24 ↑ (83°)","19:08 ↑ (277°)","12:44:06","alushta"
2016,4,"1","6:22 ↑ (83°)","19:10 ↑ (278°)","12:47:12","alushta"
2016,4,"2","6:21 ↑ (82°)","19:11 ↑ (278°)","12:50:17","alushta"
2016,4,"3","6:19 ↑ (82°)","19:12 ↑ (279°)","12:53:22","alushta"
2016,4,"4","6:17 ↑ (81°)","19:13 ↑ (279°)","12:56:26","alushta"
2016,4,"5","6:15 ↑ (80°)","19:15 ↑ (280°)","12:59:31","alushta"
2016,4,"6","6:13 ↑ (80°)","19:16 ↑ (280°)","13:02:34","alushta"
2016,4,"7","6:11 ↑ (79°)","19:17 ↑ (281°)","13:05:38","alushta"
2016,4,"8","6:10 ↑ (79°)","19:18 ↑ (281°)","13:08:40","alushta"
2016,4,"9","6:08 ↑ (78°)","19:20 ↑ (282°)","13:11:42","alushta"
2016,4,"10","6:06 ↑ (78°)","19:21 ↑ (283°)","13:14:44","alushta"
2016,4,"11","6:04 ↑ (77°)","19:22 ↑ (283°)","13:17:45","alushta"
2016,4,"12","6:03 ↑ (77°)","19:23 ↑ (284°)","13:20:45","alushta"
2016,4,"13","6:01 ↑ (76°)","19:25 ↑ (284°)","13:23:46","alushta"
2016,4,"14","5:59 ↑ (76°)","19:26 ↑ (285°)","13:26:45","alushta"
2016,4,"15","5:57 ↑ (75°)","19:27 ↑ (285°)","13:29:43","alushta"
2016,4,"16","5:56 ↑ (75°)","19:28 ↑ (286°)","13:32:41","alushta"
2016,4,"17","5:54 ↑ (74°)","19:30 ↑ (286°)","13:35:38","alushta"
2016,4,"18","5:52 ↑ (74°)","19:31 ↑ (287°)","13:38:34","alushta"
2016,4,"19","5:51 ↑ (73°)","19:32 ↑ (287°)","13:41:30","alushta"
2016,4,"20","5:49 ↑ (73°)","19:33 ↑ (288°)","13:44:23","alushta"
2016,4,"21","5:47 ↑ (72°)","19:35 ↑ (288°)","13:47:17","alushta"
2016,4,"22","5:46 ↑ (72°)","19:36 ↑ (289°)","13:50:10","alushta"
2016,4,"23","5:44 ↑ (71°)","19:37 ↑ (289°)","13:53:02","alushta"
2016,4,"24","5:42 ↑ (71°)","19:38 ↑ (290°)","13:55:52","alushta"
2016,4,"25","5:41 ↑ (70°)","19:40 ↑ (290°)","13:58:41","alushta"
2016,4,"26","5:39 ↑ (70°)","19:41 ↑ (290°)","14:01:29","alushta"
2016,4,"27","5:38 ↑ (69°)","19:42 ↑ (291°)","14:04:16","alushta"
2016,4,"28","5:36 ↑ (69°)","19:43 ↑ (291°)","14:07:02","alushta"
2016,4,"29","5:35 ↑ (68°)","19:44 ↑ (292°)","14:09:46","alushta"
2016,4,"30","5:33 ↑ (68°)","19:46 ↑ (292°)","14:12:30","alushta"
2016,5,"1","5:32 ↑ (68°)","19:47 ↑ (293°)","14:15:11","alushta"
2016,5,"2","5:30 ↑ (67°)","19:48 ↑ (293°)","14:17:52","alushta"
2016,5,"3","5:29 ↑ (67°)","19:49 ↑ (294°)","14:20:30","alushta"
2016,5,"4","5:27 ↑ (66°)","19:51 ↑ (294°)","14:23:08","alushta"
2016,5,"5","5:26 ↑ (66°)","19:52 ↑ (294°)","14:25:42","alushta"
2016,5,"6","5:25 ↑ (65°)","19:53 ↑ (295°)","14:28:17","alushta"
2016,5,"7","5:23 ↑ (65°)","19:54 ↑ (295°)","14:30:49","alushta"
2016,5,"8","5:22 ↑ (65°)","19:55 ↑ (296°)","14:33:18","alushta"
2016,5,"9","5:21 ↑ (64°)","19:57 ↑ (296°)","14:35:46","alushta"
2016,5,"10","5:20 ↑ (64°)","19:58 ↑ (296°)","14:38:12","alushta"
2016,5,"11","5:18 ↑ (63°)","19:59 ↑ (297°)","14:40:36","alushta"
2016,5,"12","5:17 ↑ (63°)","20:00 ↑ (297°)","14:42:58","alushta"
2016,5,"13","5:16 ↑ (63°)","20:01 ↑ (298°)","14:45:18","alushta"
2016,5,"14","5:15 ↑ (62°)","20:02 ↑ (298°)","14:47:35","alushta"
2016,5,"15","5:14 ↑ (62°)","20:03 ↑ (298°)","14:49:50","alushta"
2016,5,"16","5:13 ↑ (62°)","20:05 ↑ (299°)","14:52:02","alushta"
2016,5,"17","5:11 ↑ (61°)","20:06 ↑ (299°)","14:54:13","alushta"
2016,5,"18","5:10 ↑ (61°)","20:07 ↑ (299°)","14:56:20","alushta"
2016,5,"19","5:09 ↑ (61°)","20:08 ↑ (300°)","14:58:24","alushta"
2016,5,"20","5:09 ↑ (60°)","20:09 ↑ (300°)","15:00:26","alushta"
2016,5,"21","5:08 ↑ (60°)","20:10 ↑ (300°)","15:02:25","alushta"
2016,5,"22","5:07 ↑ (60°)","20:11 ↑ (301°)","15:04:22","alushta"
2016,5,"23","5:06 ↑ (59°)","20:12 ↑ (301°)","15:06:15","alushta"
2016,5,"24","5:05 ↑ (59°)","20:13 ↑ (301°)","15:08:05","alushta"
2016,5,"25","5:04 ↑ (59°)","20:14 ↑ (301°)","15:09:52","alushta"
2016,5,"26","5:03 ↑ (59°)","20:15 ↑ (302°)","15:11:36","alushta"
2016,5,"27","5:03 ↑ (58°)","20:16 ↑ (302°)","15:13:17","alushta"
2016,5,"28","5:02 ↑ (58°)","20:17 ↑ (302°)","15:14:54","alushta"
2016,5,"29","5:01 ↑ (58°)","20:18 ↑ (302°)","15:16:28","alushta"
2016,5,"30","5:01 ↑ (58°)","20:19 ↑ (303°)","15:17:58","alushta"
2016,5,"31","5:00 ↑ (57°)","20:20 ↑ (303°)","15:19:25","alushta"
2016,6,"1","5:00 ↑ (57°)","20:20 ↑ (303°)","15:20:48","alushta"
2016,6,"2","4:59 ↑ (57°)","20:21 ↑ (303°)","15:22:08","alushta"
2016,6,"3","4:59 ↑ (57°)","20:22 ↑ (303°)","15:23:23","alushta"
2016,6,"4","4:58 ↑ (57°)","20:23 ↑ (304°)","15:24:35","alushta"
2016,6,"5","4:58 ↑ (56°)","20:23 ↑ (304°)","15:25:43","alushta"
2016,6,"6","4:57 ↑ (56°)","20:24 ↑ (304°)","15:26:47","alushta"
2016,6,"7","4:57 ↑ (56°)","20:25 ↑ (304°)","15:27:47","alushta"
2016,6,"8","4:57 ↑ (56°)","20:25 ↑ (304°)","15:28:44","alushta"
2016,6,"9","4:57 ↑ (56°)","20:26 ↑ (304°)","15:29:35","alushta"
2016,6,"10","4:56 ↑ (56°)","20:27 ↑ (304°)","15:30:23","alushta"
2016,6,"11","4:56 ↑ (56°)","20:27 ↑ (305°)","15:31:06","alushta"
2016,6,"12","4:56 ↑ (55°)","20:28 ↑ (305°)","15:31:46","alushta"
2016,6,"13","4:56 ↑ (55°)","20:28 ↑ (305°)","15:32:21","alushta"
2016,6,"14","4:56 ↑ (55°)","20:29 ↑ (305°)","15:32:51","alushta"
2016,6,"15","4:56 ↑ (55°)","20:29 ↑ (305°)","15:33:17","alushta"
2016,6,"16","4:56 ↑ (55°)","20:30 ↑ (305°)","15:33:40","alushta"
2016,6,"17","4:56 ↑ (55°)","20:30 ↑ (305°)","15:33:58","alushta"
2016,6,"18","4:56 ↑ (55°)","20:30 ↑ (305°)","15:34:11","alushta"
2016,6,"19","4:56 ↑ (55°)","20:30 ↑ (305°)","15:34:19","alushta"
2016,6,"20","4:56 ↑ (55°)","20:31 ↑ (305°)","15:34:24","alushta"
2016,6,"21","4:57 ↑ (55°)","20:31 ↑ (305°)","15:34:24","alushta"
2016,6,"22","4:57 ↑ (55°)","20:31 ↑ (305°)","15:34:20","alushta"
2016,6,"23","4:57 ↑ (55°)","20:31 ↑ (305°)","15:34:11","alushta"
2016,6,"24","4:57 ↑ (55°)","20:31 ↑ (305°)","15:33:58","alushta"
2016,6,"25","4:58 ↑ (55°)","20:31 ↑ (305°)","15:33:41","alushta"
2016,6,"26","4:58 ↑ (55°)","20:31 ↑ (305°)","15:33:19","alushta"
2016,6,"27","4:58 ↑ (55°)","20:31 ↑ (305°)","15:32:52","alushta"
2016,6,"28","4:59 ↑ (55°)","20:31 ↑ (305°)","15:32:23","alushta"
2016,6,"29","4:59 ↑ (55°)","20:31 ↑ (305°)","15:31:48","alushta"
2016,6,"30","5:00 ↑ (55°)","20:31 ↑ (304°)","15:31:09","alushta"
2016,7,"1","5:00 ↑ (56°)","20:31 ↑ (304°)","15:30:26","alushta"
2016,7,"2","5:01 ↑ (56°)","20:31 ↑ (304°)","15:29:38","alushta"
2016,7,"3","5:02 ↑ (56°)","20:30 ↑ (304°)","15:28:47","alushta"
2016,7,"4","5:02 ↑ (56°)","20:30 ↑ (304°)","15:27:51","alushta"
2016,7,"5","5:03 ↑ (56°)","20:30 ↑ (304°)","15:26:52","alushta"
2016,7,"6","5:04 ↑ (56°)","20:29 ↑ (304°)","15:25:49","alushta"
2016,7,"7","5:04 ↑ (56°)","20:29 ↑ (303°)","15:24:41","alushta"
2016,7,"8","5:05 ↑ (57°)","20:29 ↑ (303°)","15:23:30","alushta"
2016,7,"9","5:06 ↑ (57°)","20:28 ↑ (303°)","15:22:15","alushta"
2016,7,"10","5:07 ↑ (57°)","20:28 ↑ (303°)","15:20:57","alushta"
2016,7,"11","5:07 ↑ (57°)","20:27 ↑ (303°)","15:19:34","alushta"
2016,7,"12","5:08 ↑ (57°)","20:26 ↑ (302°)","15:18:08","alushta"
2016,7,"13","5:09 ↑ (58°)","20:26 ↑ (302°)","15:16:39","alushta"
2016,7,"14","5:10 ↑ (58°)","20:25 ↑ (302°)","15:15:06","alushta"
2016,7,"15","5:11 ↑ (58°)","20:24 ↑ (302°)","15:13:30","alushta"
2016,7,"16","5:12 ↑ (58°)","20:24 ↑ (302°)","15:11:50","alushta"
2016,7,"17","5:13 ↑ (59°)","20:23 ↑ (301°)","15:10:07","alushta"
2016,7,"18","5:14 ↑ (59°)","20:22 ↑ (301°)","15:08:21","alushta"
2016,7,"19","5:15 ↑ (59°)","20:21 ↑ (301°)","15:06:32","alushta"
2016,7,"20","5:16 ↑ (59°)","20:20 ↑ (300°)","15:04:40","alushta"
2016,7,"21","5:17 ↑ (60°)","20:19 ↑ (300°)","15:02:46","alushta"
2016,7,"22","5:18 ↑ (60°)","20:18 ↑ (300°)","15:00:48","alushta"
2016,7,"23","5:19 ↑ (60°)","20:17 ↑ (299°)","14:58:47","alushta"
2016,7,"24","5:20 ↑ (61°)","20:16 ↑ (299°)","14:56:44","alushta"
2016,7,"25","5:21 ↑ (61°)","20:15 ↑ (299°)","14:54:38","alushta"
2016,7,"26","5:22 ↑ (61°)","20:14 ↑ (299°)","14:52:29","alushta"
2016,7,"27","5:23 ↑ (62°)","20:13 ↑ (298°)","14:50:19","alushta"
2016,7,"28","5:24 ↑ (62°)","20:12 ↑ (298°)","14:48:06","alushta"
2016,7,"29","5:25 ↑ (62°)","20:11 ↑ (297°)","14:45:50","alushta"
2016,7,"30","5:26 ↑ (63°)","20:10 ↑ (297°)","14:43:32","alushta"
2016,7,"31","5:27 ↑ (63°)","20:08 ↑ (297°)","14:41:13","alushta"
2016,8,"1","5:28 ↑ (63°)","20:07 ↑ (296°)","14:38:50","alushta"
2016,8,"2","5:29 ↑ (64°)","20:06 ↑ (296°)","14:36:27","alushta"
2016,8,"3","5:31 ↑ (64°)","20:05 ↑ (296°)","14:34:01","alushta"
2016,8,"4","5:32 ↑ (65°)","20:03 ↑ (295°)","14:31:33","alushta"
2016,8,"5","5:33 ↑ (65°)","20:02 ↑ (295°)","14:29:03","alushta"
2016,8,"6","5:34 ↑ (65°)","20:01 ↑ (294°)","14:26:31","alushta"
2016,8,"7","5:35 ↑ (66°)","19:59 ↑ (294°)","14:23:58","alushta"
2016,8,"8","5:36 ↑ (66°)","19:58 ↑ (294°)","14:21:24","alushta"
2016,8,"9","5:38 ↑ (67°)","19:56 ↑ (293°)","14:18:47","alushta"
2016,8,"10","5:39 ↑ (67°)","19:55 ↑ (293°)","14:16:09","alushta"
2016,8,"11","5:40 ↑ (68°)","19:53 ↑ (292°)","14:13:30","alushta"
2016,8,"12","5:41 ↑ (68°)","19:52 ↑ (292°)","14:10:49","alushta"
2016,8,"13","5:42 ↑ (68°)","19:50 ↑ (291°)","14:08:07","alushta"
2016,8,"14","5:43 ↑ (69°)","19:49 ↑ (291°)","14:05:24","alushta"
2016,8,"15","5:45 ↑ (69°)","19:47 ↑ (290°)","14:02:40","alushta"
2016,8,"16","5:46 ↑ (70°)","19:46 ↑ (290°)","13:59:54","alushta"
2016,8,"17","5:47 ↑ (70°)","19:44 ↑ (289°)","13:57:07","alushta"
2016,8,"18","5:48 ↑ (71°)","19:42 ↑ (289°)","13:54:19","alushta"
2016,8,"19","5:49 ↑ (71°)","19:41 ↑ (289°)","13:51:31","alushta"
2016,8,"20","5:50 ↑ (72°)","19:39 ↑ (288°)","13:48:41","alushta"
2016,8,"21","5:52 ↑ (72°)","19:37 ↑ (288°)","13:45:50","alushta"
2016,8,"22","5:53 ↑ (73°)","19:36 ↑ (287°)","13:42:58","alushta"
2016,8,"23","5:54 ↑ (73°)","19:34 ↑ (287°)","13:40:06","alushta"
2016,8,"24","5:55 ↑ (74°)","19:32 ↑ (286°)","13:37:12","alushta"
2016,8,"25","5:56 ↑ (74°)","19:31 ↑ (286°)","13:34:18","alushta"
2016,8,"26","5:57 ↑ (75°)","19:29 ↑ (285°)","13:31:23","alushta"
2016,8,"27","5:59 ↑ (75°)","19:27 ↑ (285°)","13:28:28","alushta"
2016,8,"28","6:00 ↑ (76°)","19:25 ↑ (284°)","13:25:31","alushta"
2016,8,"29","6:01 ↑ (76°)","19:24 ↑ (284°)","13:22:34","alushta"
2016,8,"30","6:02 ↑ (77°)","19:22 ↑ (283°)","13:19:36","alushta"
2016,8,"31","6:03 ↑ (77°)","19:20 ↑ (283°)","13:16:39","alushta"
2016,9,"1","6:04 ↑ (78°)","19:18 ↑ (282°)","13:13:39","alushta"
2016,9,"2","6:06 ↑ (78°)","19:16 ↑ (282°)","13:10:40","alushta"
2016,9,"3","6:07 ↑ (79°)","19:15 ↑ (281°)","13:07:40","alushta"
2016,9,"4","6:08 ↑ (79°)","19:13 ↑ (280°)","13:04:40","alushta"
2016,9,"5","6:09 ↑ (80°)","19:11 ↑ (280°)","13:01:39","alushta"
2016,9,"6","6:10 ↑ (80°)","19:09 ↑ (279°)","12:58:38","alushta"
2016,9,"7","6:12 ↑ (81°)","19:07 ↑ (279°)","12:55:37","alushta"
2016,9,"8","6:13 ↑ (81°)","19:05 ↑ (278°)","12:52:35","alushta"
2016,9,"9","6:14 ↑ (82°)","19:03 ↑ (278°)","12:49:33","alushta"
2016,9,"10","6:15 ↑ (82°)","19:02 ↑ (277°)","12:46:31","alushta"
2016,9,"11","6:16 ↑ (83°)","19:00 ↑ (277°)","12:43:28","alushta"
2016,9,"12","6:17 ↑ (83°)","18:58 ↑ (276°)","12:40:25","alushta"
2016,9,"13","6:19 ↑ (84°)","18:56 ↑ (276°)","12:37:22","alushta"
2016,9,"14","6:20 ↑ (85°)","18:54 ↑ (275°)","12:34:19","alushta"
2016,9,"15","6:21 ↑ (85°)","18:52 ↑ (275°)","12:31:15","alushta"
2016,9,"16","6:22 ↑ (86°)","18:50 ↑ (274°)","12:28:11","alushta"
2016,9,"17","6:23 ↑ (86°)","18:48 ↑ (274°)","12:25:07","alushta"
2016,9,"18","6:24 ↑ (87°)","18:46 ↑ (273°)","12:22:04","alushta"
2016,9,"19","6:26 ↑ (87°)","18:45 ↑ (272°)","12:18:59","alushta"
2016,9,"20","6:27 ↑ (88°)","18:43 ↑ (272°)","12:15:55","alushta"
2016,9,"21","6:28 ↑ (88°)","18:41 ↑ (271°)","12:12:50","alushta"
2016,9,"22","6:29 ↑ (89°)","18:39 ↑ (271°)","12:09:46","alushta"
2016,9,"23","6:30 ↑ (89°)","18:37 ↑ (270°)","12:06:42","alushta"
2016,9,"24","6:32 ↑ (90°)","18:35 ↑ (270°)","12:03:37","alushta"
2016,9,"25","6:33 ↑ (91°)","18:33 ↑ (269°)","12:00:32","alushta"
2016,9,"26","6:34 ↑ (91°)","18:31 ↑ (269°)","11:57:28","alushta"
2016,9,"27","6:35 ↑ (92°)","18:30 ↑ (268°)","11:54:23","alushta"
2016,9,"28","6:36 ↑ (92°)","18:28 ↑ (268°)","11:51:18","alushta"
2016,9,"29","6:38 ↑ (93°)","18:26 ↑ (267°)","11:48:14","alushta"
2016,9,"30","6:39 ↑ (93°)","18:24 ↑ (266°)","11:45:10","alushta"
2016,10,"1","6:40 ↑ (94°)","18:22 ↑ (266°)","11:42:06","alushta"
2016,10,"2","6:41 ↑ (94°)","18:20 ↑ (265°)","11:39:02","alushta"
2016,10,"3","6:42 ↑ (95°)","18:18 ↑ (265°)","11:35:57","alushta"
2016,10,"4","6:44 ↑ (95°)","18:17 ↑ (264°)","11:32:54","alushta"
2016,10,"5","6:45 ↑ (96°)","18:15 ↑ (264°)","11:29:50","alushta"
2016,10,"6","6:46 ↑ (97°)","18:13 ↑ (263°)","11:26:47","alushta"
2016,10,"7","6:47 ↑ (97°)","18:11 ↑ (263°)","11:23:44","alushta"
2016,10,"8","6:49 ↑ (98°)","18:09 ↑ (262°)","11:20:41","alushta"
2016,10,"9","6:50 ↑ (98°)","18:07 ↑ (262°)","11:17:38","alushta"
2016,10,"10","6:51 ↑ (99°)","18:06 ↑ (261°)","11:14:36","alushta"
2016,10,"11","6:52 ↑ (99°)","18:04 ↑ (260°)","11:11:35","alushta"
2016,10,"12","6:54 ↑ (100°)","18:02 ↑ (260°)","11:08:34","alushta"
2016,10,"13","6:55 ↑ (100°)","18:00 ↑ (259°)","11:05:33","alushta"
2016,10,"14","6:56 ↑ (101°)","17:59 ↑ (259°)","11:02:32","alushta"
2016,10,"15","6:57 ↑ (101°)","17:57 ↑ (258°)","10:59:32","alushta"
2016,10,"16","6:59 ↑ (102°)","17:55 ↑ (258°)","10:56:33","alushta"
2016,10,"17","7:00 ↑ (102°)","17:54 ↑ (257°)","10:53:34","alushta"
2016,10,"18","7:01 ↑ (103°)","17:52 ↑ (257°)","10:50:36","alushta"
2016,10,"19","7:03 ↑ (103°)","17:50 ↑ (256°)","10:47:38","alushta"
2016,10,"20","7:04 ↑ (104°)","17:49 ↑ (256°)","10:44:41","alushta"
2016,10,"21","7:05 ↑ (104°)","17:47 ↑ (255°)","10:41:45","alushta"
2016,10,"22","7:07 ↑ (105°)","17:45 ↑ (255°)","10:38:49","alushta"
2016,10,"23","7:08 ↑ (105°)","17:44 ↑ (254°)","10:35:55","alushta"
2016,10,"24","7:09 ↑ (106°)","17:42 ↑ (254°)","10:33:01","alushta"
2016,10,"25","7:11 ↑ (106°)","17:41 ↑ (253°)","10:30:08","alushta"
2016,10,"26","7:12 ↑ (107°)","17:39 ↑ (253°)","10:27:16","alushta"
2016,10,"27","7:13 ↑ (107°)","17:38 ↑ (252°)","10:24:25","alushta"
2016,10,"28","7:15 ↑ (108°)","17:36 ↑ (252°)","10:21:35","alushta"
2016,10,"29","7:16 ↑ (108°)","17:35 ↑ (251°)","10:18:46","alushta"
2016,10,"30","7:17 ↑ (109°)","17:33 ↑ (251°)","10:15:58","alushta"
2016,10,"31","7:19 ↑ (109°)","17:32 ↑ (250°)","10:13:11","alushta"
2016,11,"1","7:20 ↑ (110°)","17:30 ↑ (250°)","10:10:27","alushta"
2016,11,"2","7:21 ↑ (110°)","17:29 ↑ (250°)","10:07:42","alushta"
2016,11,"3","7:23 ↑ (111°)","17:28 ↑ (249°)","10:05:00","alushta"
2016,11,"4","7:24 ↑ (111°)","17:26 ↑ (249°)","10:02:19","alushta"
2016,11,"5","7:25 ↑ (112°)","17:25 ↑ (248°)","9:59:39","alushta"
